Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"V69 IP68 BT5.0 1.85inch Smart Watch Support Voice Call / Sleep Detection","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005872201A.jpg","Wearables","","1. Model: V69 2. External Memory Support (T Flash) (GB): 128MB 3. Chip: 8763EWE 4. Display size: 1.85inches 5. Bluetooth: 5.0 6. Features: Call reminder...","https://luxtronics.in/product/wearables-v69-ip68-bt5-85inch-smart-10293","","v69 ip68 bt5.0 1.85inch smart watch support voice call / sleep detection, eda0058722, wearables, luxtronics, online shopping"
"K52 1.39inch BT5.0 Smart Watch Support Heart Rate/ Sleep Detection","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005884401B.jpg","Wearables","","1. Chipset: Realtek8763EW 2. Compatible system: Android system 4.4 version or above; iOS system 8.0 version or above; Support Bluetooth with 5.0 version...","https://luxtronics.in/product/wearables-k52-39inch-bt5-smart-watch-10346","","k52 1.39inch bt5.0 smart watch support heart rate/ sleep detection, eda0058844, wearables, luxtronics, online shopping"
"V66 1.28inch BT5.0 Smart Watch Support Heart Rate/ Sleep Detection","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005884502A.jpg","Smartphones","","1. Chipset: 8763EWE+ VC30F 2. Compatible System: iOS 12 or above, Android 8 and above 4. Display size: 1.28 inches 5. Bluetooth: 5.0 6. Features: Standard...","https://luxtronics.in/product/smartphones-v66-28inch-bt5-smart-watch-10364","","v66 1.28inch bt5.0 smart watch support heart rate/ sleep detection, eda0058845, smartphones, luxtronics, online shopping"
"iW9 Ultra 2.04 inch Screen Smart Call Watch, BT Call / Heart Rate","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005905801A.jpg","Smartphones","","Basic Parameter 1. Size of Bracelet: 47.6x47.6x12.9mm 2. Weight: 65g 3. Major function: High definition Bluetooth call, rest screen pointer, women health,...","https://luxtronics.in/product/smartphones-iw9-ultra-04-screen-smart-10382","","iw9 ultra 2.04 inch screen smart call watch, bt call / heart rate /, eda0059058, smartphones, luxtronics, online shopping"
"Q9 Smart Bracelet, 2.01 inch Waterproof Smart Watch","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005906401A.jpg","Smartphones","","Functions: 1. Cheng XuwuSix sets of cool UI, Pure cobalt large battery, Wireless charging, Breathing screen pointer, Cover wrist rest screen, bedside...","https://luxtronics.in/product/smartphones-q9-smart-bracelet-01-10400","","q9 smart bracelet, 2.01 inch waterproof smart watch, eda0059064, smartphones, luxtronics, online shopping"
"TM06 Smart Bracelet, 1.28 inch IP67 Waterproof Smart Watch","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005909801A.jpg","Smartphones","","1. Functions: Support Alipay offline payment, smart NFC, voice assistant, custom watch face, Bluetooth call, incoming call reminder, message reminder,...","https://luxtronics.in/product/smartphones-tm06-smart-bracelet-28-ip67-10417","","tm06 smart bracelet, 1.28 inch ip67 waterproof smart watch, eda0059098, smartphones, luxtronics, online shopping"
"GT3 Smart Bracelet, 1.5 inch Smart Watch","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005911801A.jpg","Smartphones","","1. Functions: NFC access control, health three rings, heart rate/blood pressure/blood oxygen monitoring, ECG monitoring, Bluetooth calling, Bluetooth...","https://luxtronics.in/product/smartphones-gt3-smart-bracelet-10433","","gt3 smart bracelet, 1.5 inch smart watch, eda0059118, smartphones, luxtronics, online shopping"
"GS37 1.95 inch Screen Smart Phone Watch, Android 9.0","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005913001A.jpg","Smartphones","","1. Main control chip: Spreadtrum SL8541E 2. Display: 1.95 inch water drop screen / Resolution: 240x282, full sticker 3. Touch screen: 1.95 inch /OGS...","https://luxtronics.in/product/smartphones-gs37-95-screen-smart-phone-10451","","gs37 1.95 inch screen smart phone watch, android 9.0, eda0059130, smartphones, luxtronics, online shopping"
"G41 Smart Bracelet, 2.01 inch IP67 Waterproof Smart Watch","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005914601A.jpg","Smartphones","","1. Functions: Bluetooth calling, non-invasive blood glucose measurement, HRV function, MET function, body temperature monitoring, blood oxygen monitoring,...","https://luxtronics.in/product/smartphones-g41-smart-bracelet-01-ip67-10475","","g41 smart bracelet, 2.01 inch ip67 waterproof smart watch, eda0059146, smartphones, luxtronics, online shopping"
"S800 Ultra Max Smart Bracelet, 1.5 inch Silicone Band Smart Watch","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005912401A.jpg","Smartphones","","1. Functions: heart rate/blood pressure/blood oxygen monitoring, ECG monitoring, Bluetooth calling, Bluetooth music, sleep monitoring, incoming call...","https://luxtronics.in/product/smartphones-s800-ultra-max-smart-bracelet-10489","","s800 ultra max smart bracelet, 1.5 inch silicone band smart watch, eda0059124, smartphones, luxtronics, online shopping"
