Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"WK WDC-33 Raython Gen2 1m PD35W Type-C to 8 Pin Fast Charging Data","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007060301A.jpg","Smartphones","","1. Aluminum alloy terminal, anti-oxidation, sturdy and durable. 2. PD35W charging output, 480Mbps data transmission rate. 3. Fast charging, wide... Explore","https://luxtronics.in/product/smartphones-wk-wdc-33-raython-gen2-51285","","wk wdc-33 raython gen2 1m pd35w type-c to 8 pin fast charging data, eda0070603, smartphones, luxtronics, online shopping"
"AhaStyle PT-WE19 3pcs Desktop Data Cable Silicone Storage Stand Cable","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606175401A.jpg","Chargers and Cables","","1. 6mm diameter, suitable for all types of cables, convenient and practical 2. Tight fit, does not slip easily 3. Easy to install and remove, leaves no...","https://luxtronics.in/product/chargers-cables-ahastyle-pt-we19-3pcs-desktop-54786","","ahastyle pt-we19 3pcs desktop data cable silicone storage stand cable, tbd06061754, chargers & cables, chargers-cables, luxtronics, online shopping"
"Mechanic G-POWER 160W GaN Desktop Fast Charging Station with 15W","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008491601.jpg","Smartphones","","1. G-Power 160W GaN Top Speed Desktop Super Fast Charging Station, 160W speed to the top, 8 devices flash charging at the same time, has 4 USB-C ports and...","https://luxtronics.in/product/smartphones-mechanic-power-160w-gan-desktop-54800","","mechanic g-power 160w gan desktop fast charging station with 15w, eda0084916, smartphones, luxtronics, online shopping"
"8 Pin to USB, USB-C / Type-C OTG Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007070601A.jpg","Smartphones","","1. Material: Aluminum Alloy 2. Input: 8 Pin 3. Output: USB-A / Type-C 4. Function: Support charging and data transmission 5. Small and light appearance,...","https://luxtronics.in/product/smartphones-pin-to-usb-type-51294","","8 pin to usb, usb-c / type-c otg adapter, eda0070706, smartphones, luxtronics, online shopping"
"G12 Magnetic 3 In 1 Vertical Wireless Charger For Apple IPhones","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606194701A.jpg","Smartphones","","1. Anti slip pad design for stable placement and reduced movement 2. Type-C data cable for faster charging 3. Foldable design for convenient portability...","https://luxtronics.in/product/smartphones-g12-magnetic-in-vertical-wireless-54815","","g12 magnetic 3 in 1 vertical wireless charger for apple iphones /, tbd06061947, smartphones, luxtronics, online shopping"
"WK WDC-27i Elastic Genuine Silicone 1m 12W USB to 8 Pin Fast Charging","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007072001A.jpg","Smartphones","","1. Liquid silicone material, highly elastic and soft cable. 2. 12W charging output, 480Mbps data transmission rate. 3. Built-in smart chip, automatically...","https://luxtronics.in/product/smartphones-wk-wdc-27i-elastic-genuine-51306","","wk wdc-27i elastic genuine silicone 1m 12w usb to 8 pin fast charging, eda0070720, smartphones, luxtronics, online shopping"
"USAMS SJ754 72W 3 in 1 Colorful Light Aluminum Alloy Fast Data Charging","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008492601A.jpg","Smartphones","","1. 2.5W+12W+60W output, supports simultaneous charging of three devices without interfering with each other. 2. Strong magnetic attachment, designed...","https://luxtronics.in/product/smartphones-usams-sj754-72w-in-colorful-54830","","usams sj754 72w 3 in 1 colorful light aluminum alloy fast data charging, eda0084926, smartphones, luxtronics, online shopping"
"WK WDC-29 Elastic Genuine Silicone 1m PD30W Type-C to 8 Pin Fast","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007072601C.jpg","Smartphones","","1. Liquid silicone material, highly elastic and soft cable. 2. 30W charging output, 480Mbps data transmission rate. 3. Built-in smart chip, automatically...","https://luxtronics.in/product/smartphones-wk-wdc-29-elastic-genuine-51320","","wk wdc-29 elastic genuine silicone 1m pd30w type-c to 8 pin fast, eda0070726, smartphones, luxtronics, online shopping"
"WK WDC-47 Magneto Series 1m PD35W Type-C to 8 Pin Fast Charging","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007073801A.jpg","Smartphones","","1. Aluminum alloy terminal, anti-oxidation, sturdy and durable. 2. PD35W charging output, 480Mbps data transmission rate. 3. Magnetic cable design, 500N...","https://luxtronics.in/product/smartphones-wk-wdc-47-magneto-series-51330","","wk wdc-47 magneto series 1m pd35w type-c to 8 pin fast charging, eda0070738, smartphones, luxtronics, online shopping"
"T20S 3-In-1 15W Small Forklift-Shaped Desktop Wireless Charger With LED","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0605073901A.jpg","Smartphones","","Features: 1. Multifunctional mobile phone desktop charging stand, supports charging of mobile phones, headphones and watches at the same time 2. Car...","https://luxtronics.in/product/smartphones-t20s-in-15w-small-forklift-51194","","t20s 3-in-1 15w small forklift-shaped desktop wireless charger with led, tbd06050739, smartphones, luxtronics, online shopping"
