Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"U33 1m PD100W USB-A / USB-C All in 1 Multifunctional Fast Charging Cable","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007490601A.jpg","Smartphones","","1. 100W high charging power for laptops/tablets/phones/smart watch/charging case 2. Alloy plug, antioxidant, long-lasting and durable. 3. Thickened copper...","https://luxtronics.in/product/smartphones-u33-1m-pd100w-usb-52542","","u33 1m pd100w usb-a / usb-c all in 1 multifunctional fast charging cable, eda0074906, smartphones, luxtronics, online shopping"
"100pcs /Pack 73mm 3-Hole Silicone Cable Tie Wire Winder Organizer","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0605596301A.jpg","Smartphones","","1. Cable ties help you better classify and organize wires, saving time and energy and making cable management easy 2. Made of high-quality silicone, it is...","https://luxtronics.in/product/smartphones-100pcs-pack-73mm-hole-silicone-52550","","100pcs /pack 73mm 3-hole silicone cable tie wire winder organizer, tbd06055963, smartphones, luxtronics, online shopping"
"F9A 6 in 1 72W Multifunctional Smart Charger with LED Ambient Light, AU","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007493301.jpg","Smartphones","","1. Input power: AC100-240V/50-60Hz 2. USB1/USB2 output: 22.5W 3. Type-C3 output: 30W 4. Type-C4 output: 45W 5. Wireless charging output: 5-15W 6. One-stop...","https://luxtronics.in/product/smartphones-f9a-in-72w-multifunctional-smart-52568","","f9a 6 in 1 72w multifunctional smart charger with led ambient light, au, eda0074933-1, smartphones, luxtronics, online shopping"
"awei CL-226 65W USB/Type-C to 8 Pin/Type-C 4 in 1 Fast Charging Data","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007498301A.jpg","Smartphones","","1. USB/8 Pin output: 5V/2.4A 2. Type-C output: 65W 3. USB/Type-C output: 5V/2.4A 4. Cable length: 1m 5. Dual-head four-port, can charge Apple and Android...","https://luxtronics.in/product/smartphones-awei-cl-226-65w-usb-52584","","awei cl-226 65w usb/type-c to 8 pin/type-c 4 in 1 fast charging data, eda0074983, smartphones, luxtronics, online shopping"
"T5 3 In 1 Folding Magnetic Wireless Charger For Apple Watch / iPhone","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0605613301A.jpg","Smartphones","","1. Output: 5V/3A, 9V/2A 2. Phone output: 5W/7.5W/10W/15W Max 3. Earphone output: 5W Max 4. Watch output: 3W Max 5. Foldable design, more suitable for...","https://luxtronics.in/product/smartphones-t5-in-folding-magnetic-wireless-52595","","t5 3 in 1 folding magnetic wireless charger for apple watch / iphone /, tbd06056133, smartphones, luxtronics, online shopping"
"awei CL-229i Type-C to 8 Pin 27W with Chip Braid Fast Data Charging","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007516501A.jpg","Smartphones","","1. 27W High Power Delivery: The 3A/9V 27 PD technology takes the charging speed to the next level. 2. E-Marker Chip: The certified smart chip regulates...","https://luxtronics.in/product/smartphones-awei-cl-229i-type-to-52608","","awei cl-229i type-c to 8 pin 27w with chip braid fast data charging, eda0075165, smartphones, luxtronics, online shopping"
"awei CL-229L USB A to 8 Pin Braid Fast Data Charging Cable, CL-229L 1.2m","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007517201A.jpg","Smartphones","","1. Support charging and data synchronization function 2. Braided thread body, stylish, pull-resistant and durable 3. Compatible with a variety of devices...","https://luxtronics.in/product/smartphones-awei-cl-229l-usb-to-52621","","awei cl-229l usb a to 8 pin braid fast data charging cable, cl-229l 1.2m, eda0075172, smartphones, luxtronics, online shopping"
"hoco UA36A 8 Pin Male to USB-C / Type-C Female OTG Transparent Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007518501A.jpg","Smartphones","","1. Material: Aluminum alloy + PVC 2. Size: 33x7x15mm 3. Transmission rate: 480Mbps 4. Connector: 8 Pin male to USB-C female 5. Plug and play, easy and...","https://luxtronics.in/product/smartphones-hoco-ua36a-pin-male-to-52630","","hoco ua36a 8 pin male to usb-c / type-c female otg transparent adapter, eda0075185, smartphones, luxtronics, online shopping"
"hoco UA36D USB-C / Type-C Male to 8 Pin Female OTG Transparent Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007519501A.jpg","Smartphones","","1. Material: Aluminum alloy + PVC 2. Size: 30x7x12mm 3. Transmission rate: 480Mbps 4. Connector: Type-C male to 8 Pin female 5. Plug and play, easy and...","https://luxtronics.in/product/smartphones-hoco-ua36d-usb-type-male-52637","","hoco ua36d usb-c / type-c male to 8 pin female otg transparent adapter, eda0075195, smartphones, luxtronics, online shopping"
"G63 Bluetooth Speaker Clock Atmosphere Light 6-in-1 Car Shape 15W","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA002762901A.jpg","Smartphones","","1. Innovative Car-Shaped Design: This 6-in-1 wireless charging station is designed in a unique car shape, combining functionality with creativity 2. 15W...","https://luxtronics.in/product/smartphones-g63-bluetooth-speaker-clock-atmosphere-52649","","g63 bluetooth speaker clock atmosphere light 6-in-1 car shape 15w, sya0027629, smartphones, luxtronics, online shopping"
