Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"RG316 N Male to 2xTS9 / 2xCRC9 Male Connecting Cable, Length: 15cm","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0078.jpg","Security","","1. Cable: RG316 2. Cable type: N male to 2xTS9 male, N male to 2xCRC9 male 3. Material: Copper 4. Good quality and long service life 5. Length: 15 cm...","https://luxtronics.in/product/security-rg316-male-to-2xts9-70100","","rg316 n male to 2xts9 / 2xcrc9 male connecting cable, length: 15cm, spc0078, security, luxtronics, online shopping"
"RG316 N Male to 2xTS9 / 2xCRC9 Male Plug Combiner Splitter Connecting","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0079.jpg","Security","","1. Cable: RG316 2. Cable type: N male to 2xTS9 male, N male to 2xCRC9 male 3. Connector A: N straight male 4. Connector B: TS9 male right angle / CRC9...","https://luxtronics.in/product/security-rg316-male-to-2xts9-70106","","rg316 n male to 2xts9 / 2xcrc9 male plug combiner splitter connecting, spc0079, security, luxtronics, online shopping"
"BNC Female to Mini UHF Male Connector Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0080.jpg","Security","","1. It is used to connect BNC female to Mini UHF male connector, BNC is used to connect Mini UHF type equipment 2. Widely used in antenna, broadcasting,...","https://luxtronics.in/product/security-bnc-female-to-mini-uhf-70113","","bnc female to mini uhf male connector adapter, spc0080, security, luxtronics, online shopping"
"A4/1U-MS 1080N CE and RoHS Certificated 1 / 4 Previews Screen inch AHD","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0081A.jpg","Security","","1. Step on the Internet: With XM cloud service, easy to achieve a variety of network penetrations, one step to remote monitoring, getting rid of various...","https://luxtronics.in/product/security-a4-1u-ms-1080n-ce-70121","","a4/1u-ms 1080n ce and rohs certificated 1 / 4 previews screen inch ahd, spc0081, security, luxtronics, online shopping"
"A8/1U-MH 1080P CE and RoHS Certificated AHD DVR Digital Video Recorder","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0082A.jpg","Security","","1. Step on the Internet: With XM cloud service, easy to achieve a variety of network penetrations, one step to remote monitoring, getting rid of various...","https://luxtronics.in/product/security-a8-1u-mh-1080p-ce-70131","","a8/1u-mh 1080p ce and rohs certificated ahd dvr digital video recorder, spc0082, security, luxtronics, online shopping"
"5 PCS UHF SO239 Female Flange Panel Chassis Cover Mount Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0083.jpg","Security","","1. Widely used in radio, public address system, audio, video, mobile radio and test equipment 2. Type: UHF SO239 3. Insulator: PTFE 4. Impedance: 50 ohms...","https://luxtronics.in/product/security-uhf-so239-female-flange-panel-70139","","5 pcs uhf so239 female flange panel chassis cover mount adapter, spc0083, security, luxtronics, online shopping"
"10 PCS 1.6mm SMA Female Jack PCB Clip Mount RF Connectors","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0084.jpg","Security","","1. SMA female 1.6mm thick clip for PCB edge mounting connector 2. Impedance: 50 ohms 3. Material: copper, gold-plated 4. Good quality and long service...","https://luxtronics.in/product/security-10-6mm-sma-female-jack-70145","","10 pcs 1.6mm sma female jack pcb clip mount rf connectors, spc0084, security, luxtronics, online shopping"
"RG58 UHF Female to SMA Male Connecting Cable, Length: 100cm","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0085.jpg","Security","","1. Application: wireless LAN equipment, Wi-Fi radio, wireless OEM applications, etc. 2. Cable type: RG58 cable 3. Connector A: UHF SO239 female 4.... Explore","https://luxtronics.in/product/security-rg58-uhf-female-to-sma-70150","","rg58 uhf female to sma male connecting cable, length: 100cm, spc0085, security, luxtronics, online shopping"
"UHF Female SO239 Panel Chassis Mount Flange Cover Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0086.jpg","Security","","1. Widely used in radio, public broadcasting system, audio, video, mobile radio and test equipment, etc. 2. Material: metal 3. Thread diameter: 15.5 mm,...","https://luxtronics.in/product/security-uhf-female-so239-panel-chassis-70157","","uhf female so239 panel chassis mount flange cover adapter, spc0086, security, luxtronics, online shopping"
"BNC Male Plug To UHF SO239 UHF SO239 PL-259 Female Jack RF Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0087.jpg","Security","","1. Material: brass 2. Connector A: BNC male 3. Connector B: UHF female 4. Impedance: 50 ohms 5. Ideal for radio scanners and amateur equipment 6. Length:...","https://luxtronics.in/product/security-bnc-male-plug-to-uhf-70163","","bnc male plug to uhf so239 uhf so239 pl-259 female jack rf adapter, spc0087, security, luxtronics, online shopping"
"UHF SO239 Female To Female with Panel Mount RF Connector Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0089.jpg","Security","","1. Suitable for antenna, wireless LAN equipment, coaxial cable, Wi-Fi radio external antenna, etc. 2. Connector body style: straight 3. Insulator: PTFE 4....","https://luxtronics.in/product/security-uhf-so239-female-to-70170","","uhf so239 female to female with panel mount rf connector adapter, spc0089, security, luxtronics, online shopping"
"UHF Male PL259 Clamp Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0090.jpg","Security","","1. Model: connector UHF male PL259 2. Application: RF, lighting 3. Impedance: 50 ohms 4. Can be used with any high gain antenna using UHF 5. Good quality...","https://luxtronics.in/product/security-uhf-male-pl259-clamp-70176","","uhf male pl259 clamp adapter, spc0090, security, luxtronics, online shopping"
"UHF SO239 PL259 Female Plug Clamp Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0091.jpg","Security","","1. Material: nickel-plated copper 2. Connector A: PL-259 female 3. For 50-5 5dbm LMR300 connector 4. Good quality and long service life 5. Size: about...","https://luxtronics.in/product/security-uhf-so239-pl259-female-plug-70182","","uhf so239 pl259 female plug clamp adapter, spc0091, security, luxtronics, online shopping"
"T-shape UHF Male PL259 To 2 UHF Female Adapter","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0092.jpg","Security","","1. Connector A: UHF PL259 male 2. Connector B: UHF female SO239 3. Connector C: UHF female SO239 4. Insulator: PTFE 5. Material: brass 6. Size: 41x35mm...","https://luxtronics.in/product/security-shape-uhf-male-pl259-70188","","t-shape uhf male pl259 to 2 uhf female adapter, spc0092, security, luxtronics, online shopping"
"10 PCS UHF Female Jack SO239 Crimped RF Connector Coaxial Adapter for","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0093.jpg","Security","","1. Cable type: 2.5mmÂ RG316 /Â RG179 andÂ 2.85mm RG174 LMR100 2. Impedance: 50 ohms 3. Connector body style: straight 4. Material: brass, nickel plated 5....","https://luxtronics.in/product/security-10-uhf-female-jack-so239-70194","","10 pcs uhf female jack so239 crimped rf connector coaxial adapter for, spc0093, security, luxtronics, online shopping"
"4 PCS / Set A13 Adapter Kit PL259 / SO239 to SMA Male / Female Type RF","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0037.jpg","Security","","Specifications: 1.Type: Converter / Adapter 2.Body material: Brass 3.Insulators: PTFE 4.Thread Type: English 5.Size: 28x10mm, 28x10mm, 31x20mm, 31x20mm...","https://luxtronics.in/product/security-a13-adapter-kit-pl259-so239-69880","","4 pcs / set a13 adapter kit pl259 / so239 to sma male / female type rf, spc0037, security, luxtronics, online shopping"
"5 PCS RG178 Ufl / IPX / IPEX to SMA Female Adapter Braid Cable, Length","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0039.jpg","Security","","Features: 1.Cable type: RG178 2.Connector: SMA Female to Ufl / IPX / IPEX 3.Impedance: 50 ohm 4.Material: Plastic and metal 5.Cable length: 5 cm... Explore","https://luxtronics.in/product/security-rg178-ufl-ipx-ipex-to-69884","","5 pcs rg178 ufl / ipx / ipex to sma female adapter braid cable, length:, spc0039, security, luxtronics, online shopping"
"5 PCS / Set RG178 Ufl / IPX / IPEX to SMA Female Adapter Braid Cable SPC00401","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC00401.jpg","Security","","Features: 1.Cable type: RG178 2.Connector: SMA Female to Ufl / IPX / IPEX 3.Impedance: 50 ohm 4.Material: Plastic and metal 5.Cable length: 20 cm... Explore","https://luxtronics.in/product/security-rg178-ufl-ipx-ipex-to-69889","","5 pcs / set rg178 ufl / ipx / ipex to sma female adapter braid cable, spc00401, security, luxtronics, online shopping"
