Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"USAMS SJ770 U91 30W Type-C to 8 Pin Aluminum Alloy Fast Charging Data","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008833101A.jpg","Smartphones","","1. Material: Aluminum alloy 2. Power: 30W 3. Length: 1m 4. Data transfer: 480Mbps 5. No pop-up charging window, synchronizes iOS system updates 6.... Explore","https://luxtronics.in/product/smartphones-usams-sj770-u91-30w-type-55810","","usams sj770 u91 30w type-c to 8 pin aluminum alloy fast charging data, eda0088331, smartphones, luxtronics, online shopping"
"WK WDC-109 30W Intelligent Digital Display Type-C to 8 Pin Fast","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008623201A.jpg","Smartphones","","Features: 1. 30W high-power output for fast device power delivery 2. Unique RGB hollow, colorful light design for a cool and colorful look 3. Sturdy...","https://luxtronics.in/product/smartphones-wk-wdc-109-30w-intelligent-55293","","wk wdc-109 30w intelligent digital display type-c to 8 pin fast, eda0086232, smartphones, luxtronics, online shopping"
"5.1A QC3.0 Fast Charging 4USB Port Cell Phone Charger, EU Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606305001A.jpg","Smartphones","","1. Fireproof and heat-resistant PC material molded in one piece for durability 2. Can charge 4 devices at the same time 3. Multi-functional protection,...","https://luxtronics.in/product/smartphones-1a-qc3-fast-charging-4usb-55302","","5.1a qc3.0 fast charging 4usb port cell phone charger, eu plug, tbd06063050, smartphones, luxtronics, online shopping"
"65W 6USB Ports QC3.0 Fast Charging Cell Phone Charger, EU Plug (Black)","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606305801.jpg","Smartphones","","1. Shell with high brightness shell and oxidation treatment, beautiful and not easy to leave scratches 2. IC program control, stable output, high charging...","https://luxtronics.in/product/smartphones-65w-6usb-ports-qc3-fast-55322","","65w 6usb ports qc3.0 fast charging cell phone charger, eu plug (black), tbd06063058, smartphones, luxtronics, online shopping"
"150W 4USB+4Type-C 8 Interface QC3.0 Fast Charging Cell Phone Charger","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606305901.jpg","Smartphones","","1. Fireproof and heat-resistant PC material molded in one piece, durable and durable 2. Built-in multi-protection intelligent chip, filtering a variety of...","https://luxtronics.in/product/smartphones-150w-4usb-4type-interface-qc3-55341","","150w 4usb+4type-c 8 interface qc3.0 fast charging cell phone charger, tbd06063059, smartphones, luxtronics, online shopping"
"50W 3USB+3Type-C 6 Ports Fast Charging Cell Phone Charger, EU Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606310701.jpg","Smartphones","","1. Supports multiple protocols, such as PD3.0, QC4.0, QC3.0, QC2.0, FCP, etc. 2. Can charge up to 6 devices at the same time, bringing you more... Explore","https://luxtronics.in/product/smartphones-50w-3usb-3type-ports-fast-55366","","50w 3usb+3type-c 6 ports fast charging cell phone charger, eu plug, tbd06063107, smartphones, luxtronics, online shopping"
"BK321 50W 3USB+3Type-C 6-Ports Fast Charging Phone Charger, EU Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606310801.jpg","Smartphones","","1. Supports fast charging mode, compatible with various smartphone charging needs 2. Charges up to 6 devices simultaneously for enhanced convenience 3....","https://luxtronics.in/product/smartphones-bk321-50w-3usb-3type-ports-55392","","bk321 50w 3usb+3type-c 6-ports fast charging phone charger, eu plug, tbd06063108, smartphones, luxtronics, online shopping"
"BK321 6USB Multi-port Fast Charging Phone Charger, EU Plug (Black)","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606311201.jpg","Smartphones","","1. Support fast charging mode, suitable for different cell phone charging 2. Can charge up to 6 devices at the same time, bringing you more convenience 3....","https://luxtronics.in/product/smartphones-bk321-6usb-multi-port-fast-55416","","bk321 6usb multi-port fast charging phone charger, eu plug (black), tbd06063112, smartphones, luxtronics, online shopping"
"65W 5USB+Type-C 6-Ports Cell Phone Charger, EU Plug (Black)","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606311601.jpg","Smartphones","","1. Automatic identification of different currents, choose the charging power suitable for your device 2. Intelligent shunt charger, support various models...","https://luxtronics.in/product/smartphones-65w-5usb-type-ports-cell-55444","","65w 5usb+type-c 6-ports cell phone charger, eu plug (black), tbd06063116-1, smartphones, luxtronics, online shopping"
"65W 2Type-C PD+4USB 6 Interface Cell Phone Charger, EU Plug (Black)","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606312201.jpg","Smartphones","","1. PC flame retardant material, drop resistant and durable 2. Can charge 6 devices at the same time, bringing you more convenience 3. Multi-protection,...","https://luxtronics.in/product/smartphones-65w-2type-pd-4usb-interface-55463","","65w 2type-c pd+4usb 6 interface cell phone charger, eu plug (black), tbd06063122, smartphones, luxtronics, online shopping"
"6 in 1 Desktop Magnetic Wireless Charging Clock Countdown RGB Bluetooth","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606323101A.jpg","Smartphones","","1. Mobile magnetic wireless charging: 5W/7.5W/10W/15W 2. Headphone wireless charging: 3W 3. Watch magnetic wireless charging: 2.5W 4. Speaker: 4ohm 5W 5....","https://luxtronics.in/product/smartphones-in-desktop-magnetic-wireless-charging-55492","","6 in 1 desktop magnetic wireless charging clock countdown rgb bluetooth, tbd06063231, smartphones, luxtronics, online shopping"
"3 in 1 Metal Magnetic Wireless Charging Rotating Base Stand","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606324101A.jpg","Smartphones","","1. Material: aluminum alloy 2. 180-degree motorized rotation and hidden charging compartment allow non-magnetic phones to charge flatly, providing wider...","https://luxtronics.in/product/smartphones-in-metal-magnetic-wireless-charging-55507","","3 in 1 metal magnetic wireless charging rotating base stand, tbd06063241, smartphones, luxtronics, online shopping"
"4 in 1 USB-C / Type-C, 8 Pin to USB-C / Type-C","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008649501A.jpg","Audio","","1. Material: Aluminum alloy housing + braided cable 2. Interface: Type-C, 8 Pin to Type-C, 3.5mm 3. Aluminum alloy shell, anti-oxidation, not easy to...","https://luxtronics.in/product/audio-in-usb-type-pin-55517","","4 in 1 usb-c / type-c, 8 pin to usb-c / type-c, eda0086495, audio, luxtronics, online shopping"
"15W 3 In 1 Magnetic Wireless Charger For Phones Watches Earbuds Desktop","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606327701A.jpg","Smartphones","","1. 10 large magnets, precisely matched with the machine, strong magnetic attraction, stable and does not fall off 2. Intelligent chip, multiple... Explore","https://luxtronics.in/product/smartphones-15w-in-magnetic-wireless-charger-55532","","15w 3 in 1 magnetic wireless charger for phones watches earbuds desktop, tbd06063277, smartphones, luxtronics, online shopping"
"JOYROOM S-A60 StarTalk Series 3A USB to 8 Pin Data Cable, Length: 1.2m","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008656401A.jpg","Smartphones","","1. Current: 3A 2. Transfer Speed: 480Mbps 3. Material: Aluminum Alloy + Nylon Braid 4. 3A Super Fast Charging, compatible with most phones, tablets, and...","https://luxtronics.in/product/smartphones-joyroom-a60-startalk-series-3a-55545","","joyroom s-a60 startalk series 3a usb to 8 pin data cable, length: 1.2m, eda0086564, smartphones, luxtronics, online shopping"
"JOYROOM S-A60 StarTalk Series 30W Type-C to 8 Pin Fast Charging Data","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008656601A.jpg","Smartphones","","1. Power: 30W 2. Transfer Speed: 480Mbps 3. Material: Aluminum Alloy + Nylon Braid 4. PD 30W output for fast, cool, and safe charging 5. UI displays...","https://luxtronics.in/product/smartphones-joyroom-a60-startalk-series-30w-55556","","joyroom s-a60 startalk series 30w type-c to 8 pin fast charging data, eda0086566, smartphones, luxtronics, online shopping"
"USAMS CC276 30W GaN USB-C / Type-C Port Mini Fast Charger, UK Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008527701A.jpg","Smartphones","","1. Compact size, perfect for travel. 2. Gallium nitride chip for higher charging efficiency and safer use. 3. Intelligent temperature control technology...","https://luxtronics.in/product/smartphones-usams-cc276-30w-gan-usb-55051","","usams cc276 30w gan usb-c / type-c port mini fast charger, uk plug, eda0085277, smartphones, luxtronics, online shopping"
"USAMS CC267 20W GaN USB-C / Type-C Port Mini Fast Charger, US Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008527901B.jpg","Smartphones","","1. Compact size, perfect for travel. 2. Gallium nitride chip for higher charging efficiency and safer use. 3. Intelligent temperature control technology...","https://luxtronics.in/product/smartphones-usams-cc267-20w-gan-usb-55065","","usams cc267 20w gan usb-c / type-c port mini fast charger, us plug, eda0085279, smartphones, luxtronics, online shopping"
"USAMS CC274 20W GaN USB-C / Type-C Port Mini Fast Charger, UK Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008528601A.jpg","Smartphones","","1. Compact size, perfect for travel. 2. Gallium nitride chip for higher charging efficiency and safer use. 3. Intelligent temperature control technology...","https://luxtronics.in/product/smartphones-usams-cc274-20w-gan-usb-55077","","usams cc274 20w gan usb-c / type-c port mini fast charger, uk plug, eda0085286, smartphones, luxtronics, online shopping"
"USAMS CC270 30W GaN USB-C / Type-C and USB Dual-port Mini Fast Charger","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008529201A.jpg","Smartphones","","1. Compact size, perfect for travel. 2. Gallium nitride chip for higher charging efficiency and safer use. 3. Dual-port output, charge two devices... Explore","https://luxtronics.in/product/smartphones-usams-cc270-30w-gan-usb-55091","","usams cc270 30w gan usb-c / type-c and usb dual-port mini fast charger, eda0085292, smartphones, luxtronics, online shopping"
"Chair-Shaped Wireless Charger Stand For Desk Compatible With 4.5-11","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0606257901A.jpg","Smartphones","","1. This product is a multi-function wireless charging stand, compatible with 4.5-11 inch phones/tablets, supports horizontal and vertical placement,...","https://luxtronics.in/product/smartphones-chair-shaped-wireless-charger-stand-55104","","chair-shaped wireless charger stand for desk compatible with 4.5-11, tbd06062579, smartphones, luxtronics, online shopping"
"240W USB-C / Type-C Port Full-Function Aluminum Alloy Adapter with","https://luxtronics.luxtronics.in/wp-content/uploads/2026/06/EDA008588401A.jpg","Chargers and Cables","","1. Power: PD 240W Max 2. Transmission Speed: 120Gbps (unidirectional), 80Gbps (bidirectional) 3. Resolution: 16K 60Hz (single screen), 8K 60Hz (dual...","https://luxtronics.in/product/chargers-cables-240w-usb-type-port-full-55120","","240w usb-c / type-c port full-function aluminum alloy adapter with, eda0085884-1, chargers & cables, chargers-cables, luxtronics, online shopping"
"FC1 3-in-1 70cm Retractable Type-C Cable, PD3.0 SYA0030388","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA003038801A.jpg","Smartphones","","1. Input: AC100-240V 1A 2. Total power: 65W (actual 50W) 3. Type-C line output: 5V/3A, 9V/2.78A, 12V/2.08A (25W max) 4. PD/USB-A output: 5V/3A, 9V/2.78A,...","https://luxtronics.in/product/smartphones-fc1-in-70cm-retractable-type-55176","","fc1 3-in-1 70cm retractable type-c cable, pd3.0, sya0030388, smartphones, luxtronics, online shopping"
"FC1 3-in-1 70cm Retractable Type-C Cable, PD3.0 SYA0030389","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA003038901A.jpg","Smartphones","","1. Input: AC100-240V 1A 2. Total power: 65W (actual 50W) 3. Type-C line output: 5V/3A, 9V/2.78A, 12V/2.08A (25W max) 4. PD/USB-A output: 5V/3A, 9V/2.78A,...","https://luxtronics.in/product/smartphones-fc1-in-70cm-retractable-type-55188","","fc1 3-in-1 70cm retractable type-c cable, pd3.0, sya0030389, smartphones, luxtronics, online shopping"
"FC1 3-in-1 70cm Retractable Type-C Cable, PD3.0 SYA0030390","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA003039001A.jpg","Smartphones","","1. Input: AC100-240V 1A 2. Total power: 65W (actual 50W) 3. Type-C line output: 5V/3A, 9V/2.78A, 12V/2.08A (25W max) 4. PD/USB-A output: 5V/3A, 9V/2.78A,...","https://luxtronics.in/product/smartphones-fc1-in-70cm-retractable-type-55200","","fc1 3-in-1 70cm retractable type-c cable, pd3.0, sya0030390, smartphones, luxtronics, online shopping"
"HAWEEL 20W Dual-Port Fast Charger Adapter, US Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/HWL3325.jpg","Smartphones","","1. High-Quality Fireproof Housing: Made of flame-retardant PC material, UL94V-0 certified for safety and durability. 2. Durable Plug Design: Integrated...","https://luxtronics.in/product/smartphones-haweel-20w-dual-port-fast-55213","","haweel 20w dual-port fast charger adapter, us plug, hwl3325, smartphones, luxtronics, online shopping"
"HAWEEL 20W Dual-Port Fast Charger Adapter, EU Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/HWL3326.jpg","Smartphones","","1. High-Quality Fireproof Housing: Made of flame-retardant PC material, UL94V-0 certified for safety and durability. 2. Durable Plug Design: Integrated...","https://luxtronics.in/product/smartphones-haweel-20w-dual-port-fast-55222","","haweel 20w dual-port fast charger adapter, eu plug, hwl3326, smartphones, luxtronics, online shopping"
