Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"LOKMAT APPLLP 4 Pro 4G Smart Watch, 1.75 inch SC8541E Quad Core","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA009051801A.jpg","Wearables","","Features: 1. Supports iOS 11.0 and Android 6.0 and above. 2. Languages: English, Amharic, Arabic, Bulgarian, Bengali, Catalan, Czech, Danish, German,...","https://luxtronics.in/product/wearables-lokmat-appllp-pro-4g-smart-21801","","lokmat appllp 4 pro 4g smart watch, 1.75 inch sc8541e quad core, eda0090518, wearables, luxtronics, online shopping"
"LOKMAT APPLLP 4 4G Smart Watch, 1.58 inch SC8541E Quad Core","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA009052301A.jpg","Smartphones","","Features: 1. Sports: Outdoor running, outdoor walking, indoor running, badminton, basketball, table tennis, football, jump rope, cycling, 2. Languages:...","https://luxtronics.in/product/smartphones-lokmat-appllp-4g-smart-watch-21820","","lokmat appllp 4 4g smart watch, 1.58 inch sc8541e quad core, eda0090523, smartphones, luxtronics, online shopping"
"LOKMAT APPLLP 6 Max 4G Smart Watch, 1.58 inch SC8541E Quad Core","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA009052701A.jpg","Wearables","","Features: 1. Supports iOS 11.0 and Android 6.0 and above. 2. Languages: English, Amharic, Arabic, Bulgarian, Bengali, Catalan, Czech, Danish, German,...","https://luxtronics.in/product/wearables-lokmat-appllp-max-4g-smart-21837","","lokmat appllp 6 max 4g smart watch, 1.58 inch sc8541e quad core, eda0090527, wearables, luxtronics, online shopping"
"LOKMAT APPLLP 7 Max 4G Smart Watch, 1.58 inch SC8541E Quad Core","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA009052901A.jpg","Wearables","","Features: 1. Supports iOS 11.0 and Android 6.0 and above. 2. Languages: English, Amharic, Arabic, Bulgarian, Bengali, Catalan, Czech, Danish, German,...","https://luxtronics.in/product/wearables-lokmat-appllp-max-4g-smart-21859","","lokmat appllp 7 max 4g smart watch, 1.58 inch sc8541e quad core, eda0090529, wearables, luxtronics, online shopping"
"LOKMAT APPLLP 8 Pro 4G Smart Watch, 1.58 inch SC8541E Quad Core","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA009053801A.jpg","Smartphones","","Features: 1. Sports: Outdoor running, outdoor walking, indoor running, badminton, basketball, table tennis, football, jump rope, cycling 2. Languages:...","https://luxtronics.in/product/smartphones-lokmat-appllp-pro-4g-smart-21879","","lokmat appllp 8 pro 4g smart watch, 1.58 inch sc8541e quad core, eda0090538, smartphones, luxtronics, online shopping"
"LOKMAT APPLLP Max 4G Smart Watch, 2.88 inch MT6765 Octa Core","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA009053901A.jpg","Wearables","","Features: 1. Standalone use, no app connection required. 2. Languages: Multi-language pack. International version: Chinese/English, German, Spanish,...","https://luxtronics.in/product/wearables-lokmat-appllp-max-4g-smart-21896","","lokmat appllp max 4g smart watch, 2.88 inch mt6765 octa core, eda0090539, wearables, luxtronics, online shopping"
"CY39 2.02 inch HD Color Screen Sports Smart Watch Supports Bluetooth","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008904601A.jpg","Smartphones","","Features Bluetooth calling, Bluetooth music playback, offline Alipay, WeChat Pay, multiple sports modes, massive watch faces, five UI menu styles, AI...","https://luxtronics.in/product/smartphones-cy39-02-hd-screen-sports-21162","","cy39 2.02 inch hd color screen sports smart watch supports bluetooth, eda0089046, smartphones, luxtronics, online shopping"
"AIMB-G5 8MP Outdoor Cycling Smart AI Sports Glasses","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008912001A.jpg","Smart Wear","","Functions: Video recording, photo taking, audio recording, OTA upgrade, music playback, voice assistant, Bluetooth calling, AI image recognition, AI...","https://luxtronics.in/product/smart-wear-aimb-g5-8mp-outdoor-cycling-21179","","aimb-g5 8mp outdoor cycling smart ai sports glasses, eda0089120, smart wear, smart-wear, luxtronics, online shopping"
"CY37 1.27 inch HD Screen Sports Smart Watch Supports Bluetooth Call","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008924401.jpg","Smartphones","","Product specification 1. Compatible with the system: IOS/Android 2. Function: Bluetooth calling, Bluetooth music playing, multi-sports mode, massive dial,...","https://luxtronics.in/product/smartphones-cy37-27-hd-screen-sports-21199","","cy37 1.27 inch hd screen sports smart watch supports bluetooth call /, eda0089244-1, smartphones, luxtronics, online shopping"
"HT39 1.32 inch Ultra-thin Sports Smart Watch Supports Bluetooth Call","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA008937001.jpg","Smartphones","","1. Product number: HT39 2. Strap specifications: 20mm silicone strap (removable and replaceable) 3. product weight: 39g 4. waterproof level: IP68 5....","https://luxtronics.in/product/smartphones-ht39-32-ultra-thin-sports-21230","","ht39 1.32 inch ultra-thin sports smart watch supports bluetooth call /, eda0089370-1, smartphones, luxtronics, online shopping"
