Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"WK WDC-205 PD 20W USB-C/Type-C to 8 Pin Super Fast Charge Data Cable","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA004830101A.jpg","Smartphones","","1. Material: zinc alloy + PVC 2. Current: 20W 3. Data transmission: 480Mbps 4. Length: 1m 5. Built-in smart chip, charging will not damage the machine 6....","https://luxtronics.in/product/smartphones-wk-wdc-205-pd-20w-42737","","wk wdc-205 pd 20w usb-c/type-c to 8 pin super fast charge data cable, eda0048301, smartphones, luxtronics, online shopping"
"3 In 1 10W Wireless Charging Bedside Lamp LCD Screen Alarm Clock Phone","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0603745501A.jpg","Smartphones","","1. 3-in-1 lighting/charging/alarm clock to meet the needs of different scenarios 2. Wireless charging is not bound by wires, foreign object detection, to...","https://luxtronics.in/product/smartphones-in-10w-wireless-charging-bedside-42751","","3 in 1 10w wireless charging bedside lamp lcd screen alarm clock phone, tbd06037455, smartphones, luxtronics, online shopping"
"Elbow Spring Charging Data Cable, Length: 1.5m","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA004838102A.jpg","Smartphones","","1. Material: TPU 2. Current: 3A 3. Length: the longest can be stretched to 1.5 m 4. Interface: Type-C / 8 Pin / Type-C + 8 Pin 5. PD 27W high power, fast...","https://luxtronics.in/product/smartphones-elbow-spring-charging-data-cable-42762","","elbow spring charging data cable, length: 1.5m, eda0048381, smartphones, luxtronics, online shopping"
"35W PD3.0 USB-C / Type-C Dual Port Charger with Type-C to 8 Pin Data SYA0022352-1","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA002235201.jpg","Smartphones","","1. Input: 100-240V, 50-60Hz, 1.0A 2. Support power: 35W max /27W/20W/18W/15W 3. Output 1 or 2: 20V/1.75A or 15V/2.33A or 9V/3A or 5V/3A 4. Power... Explore","https://luxtronics.in/product/smartphones-35w-pd3-usb-type-dual-42774","","35w pd3.0 usb-c / type-c dual port charger with type-c to 8 pin data, sya0022352-1, smartphones, luxtronics, online shopping"
"35W PD3.0 USB-C / Type-C Dual Port Charger with Type-C to 8 Pin Data SYA0022375-1","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA002237501.jpg","Smartphones","","1. Input: 100-240V, 50-60Hz, 1.0A 2. Support power: 35W max /27W/20W/18W/15W 3. Output 1 or 2: 20V/1.75A or 15V/2.33A or 9V/3A or 5V/3A 4. Power... Explore","https://luxtronics.in/product/smartphones-35w-pd3-usb-type-dual-42786","","35w pd3.0 usb-c / type-c dual port charger with type-c to 8 pin data, sya0022375-1, smartphones, luxtronics, online shopping"
"35W PD3.0 USB-C / Type-C Dual Port Charger with Type-C to Type-C Data SYA0022379","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA002237901.jpg","Smartphones","","1. Input: 100-240V, 50-60Hz, 1.0A 2. Support power: 35W max/27W/20W/18W/15W 3. Output 1 or 2: 20V/1.75A or 15V/2.33A or 9V/3A or 5V/3A 4. Power... Explore","https://luxtronics.in/product/smartphones-35w-pd3-usb-type-dual-42798","","35w pd3.0 usb-c / type-c dual port charger with type-c to type-c data, sya0022379, smartphones, luxtronics, online shopping"
"35W PD3.0 USB-C / Type-C Dual Port Charger with Type-C to Type-C Data SYA0022380","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA002238001.jpg","Smartphones","","1. Input: 100-240V, 50-60Hz, 1.0A 2. Support power: 35W max/27W/20W/18W/15W 3. Output 1 or 2: 20V/1.75A or 15V/2.33A or 9V/3A or 5V/3A 4. Power... Explore","https://luxtronics.in/product/smartphones-35w-pd3-usb-type-dual-42810","","35w pd3.0 usb-c / type-c dual port charger with type-c to type-c data, sya0022380, smartphones, luxtronics, online shopping"
"T06 Dual 15W Fast Charging Pad 3 in 1 Transparent Magnetic Phone","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0022169.jpg","Smartphones","","1. Built-in magnet (for iPhone 12/13/14 charging coil alignment is more accurate) 2. The latest Bluetooth earphones can also be magnetically charged 3....","https://luxtronics.in/product/smartphones-t06-dual-15w-fast-charging-42821","","t06 dual 15w fast charging pad 3 in 1 transparent magnetic phone, sya0022169, smartphones, luxtronics, online shopping"
"Mutural Li-CC001 1.2m PD20W Digital Display USB-C / Type-C to 8 Pin","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8G1355.jpg","Smartphones","","1. Support PD 20W fast charging, faster and time-saving. 2. Digital display design for more intuitive charging power. 3. Dense braided wire,... Explore more","https://luxtronics.in/product/smartphones-mutural-li-cc001-2m-pd20w-42831","","mutural li-cc001 1.2m pd20w digital display usb-c / type-c to 8 pin, ip8g1355, smartphones, luxtronics, online shopping"
"Mutural Li-CC004 1.2m 10W Digital Display USB to 8 Pin Charging Data","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8G1356.jpg","Smartphones","","1. Support 10W fast charging, faster and time-saving. 2. Digital display design for more intuitive charging power. 3. Dense braided wire, wear-resistant...","https://luxtronics.in/product/smartphones-mutural-li-cc004-2m-10w-42841","","mutural li-cc004 1.2m 10w digital display usb to 8 pin charging data, ip8g1356, smartphones, luxtronics, online shopping"
