Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"i7 pro+ 1.75 inch TFT Screen Smart Watch, Support Blood Pressure","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA002963101A.jpg","Smartphones","","1. Material: zinc alloy + electroplating + ABS + IML + silicone 2. CPU: Fr5082 3. BT version: BT2.1+EDR+BLE5.0 4. Flash: 8Mbit+64Mbit 5. Screen: 1.75 inch...","https://luxtronics.in/product/smartphones-i7-pro-75-tft-screen-6661","","i7 pro+ 1.75 inch tft screen smart watch, support blood pressure, eda0029631, smartphones, luxtronics, online shopping"
"i7 pro+ VIP 1.75 inch TFT Screen Smart Watch, Support Bluetooth","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA002965001A.jpg","Smartphones","","1. CPU: BluetrumB06ZK 2. BT version: BT2.1+EDR+BLE5.0 3. Flash: 8Mbit+128Mbit 4. Screen size: 1.75 inch TFT LEC screen 5. Resolution: 320*320 6. Battery...","https://luxtronics.in/product/smartphones-i7-pro-vip-75-tft-6681","","i7 pro+ vip 1.75 inch tft screen smart watch, support bluetooth, eda0029650, smartphones, luxtronics, online shopping"
"D SEVEN 1.9 inch TFT Screen Smart Watch, Support Bluetooth Dial/Sleep","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA002965601A.jpg","Smartphones","","1. CPU: Fr5082 2. BT version: BT2.1+EDR+BLE5.2 3. Flash: 8Mbit+256Mbit 4. Screen size: 1.9 inch TFT LCD screen 5. Resolution: 320*390 6. Battery capacity:...","https://luxtronics.in/product/smartphones-seven-tft-screen-smart-watch-6695","","d seven 1.9 inch tft screen smart watch, support bluetooth dial/sleep, eda0029656, smartphones, luxtronics, online shopping"
"HW22 Pro 1.75 inch HD Screen Smart Watch, Support Bluetooth Dial/Body","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA002975501A.jpg","Smartphones","","1. CPU: MT2502 2. Flash: 64M large memory 3. Bluetooth: 4.2 4. Screen: 1.69-inch high-definition screen 5. Charging method: wireless charging 6. Battery...","https://luxtronics.in/product/smartphones-hw22-pro-75-hd-screen-6715","","hw22 pro 1.75 inch hd screen smart watch, support bluetooth dial/body, eda0029755, smartphones, luxtronics, online shopping"
"Q9 Pro 1.7 inch TFT HD Screen Smart Watch, Support Body Temperature","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA003140601A.jpg","Wearables","","1. Display: 1.7-inch TFT high-definition screen; 240*280 resolution 2. CPU: Realtek8762x 3. Bluetooth: BLE5.0 4. Heart rate sensor: VC11 R5 5. G-sensor:...","https://luxtronics.in/product/wearables-q9-pro-tft-hd-screen-6761","","q9 pro 1.7 inch tft hd screen smart watch, support body temperature, eda0031406, wearables, luxtronics, online shopping"
"Q9 Pro GT2 1.85 inch TFT HD Screen Smart Watch, Support Body","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA003140801A.jpg","Wearables","","äº§åæè¿°ï¼åå¦è¦è®¾ç½®ä¸­æï¼è¯·ç¹å»ä¿®æ¹ï¼ï¼ 1. Display: 1.85-inch TFT HD screen; 240*286 resolution 2. CPU: Realtek8752x 3. Flash:...","https://luxtronics.in/product/wearables-q9-pro-gt2-85-tft-6777","","q9 pro gt2 1.85 inch tft hd screen smart watch, support body, eda0031408, wearables, luxtronics, online shopping"
"HT5 1.57 inch IPS Touch Screen IP68 Waterproof Smart Watch, Support","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA002181501A.jpg","Smartphones","","1. Waterproof rating: IP68 2. Bluetooth distance: greater than or equal to 10M 3. Battery life: 5--7 days (depending on the usage scenario) 4. Charging...","https://luxtronics.in/product/smartphones-ht5-57-ips-touch-screen-6423","","ht5 1.57 inch ips touch screen ip68 waterproof smart watch, support, eda0021815, smartphones, luxtronics, online shopping"
"T500 1.44 inch TFT Touch Screen Smart Watch, Support Sleep Monitoring","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA002255901A.jpg","Smartphones","","1. Material: zinc alloy+silicone 2. Waterproof rating: IP67 3. Charging time: 1.5H 4. Life time: 3-5 days 5. Battery capacity: 3.7V/195mAh 6. Charging...","https://luxtronics.in/product/smartphones-t500-44-tft-touch-screen-6434","","t500 1.44 inch tft touch screen smart watch, support sleep monitoring /, eda0022559, smartphones, luxtronics, online shopping"
"JAKCOM F2 1.28 inch TFT Color Screen Bluetooth Earphone Smart Watch","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA002329801A.jpg","Smartphones","","1. Screen specification: 0.96 inch TFT color screen 2. Bluetooth version: BT 5.0+4.2 3. Battery capacity: 80mAh 4. Waterproof rating: IP54 5. The... Explore","https://luxtronics.in/product/smartphones-jakcom-f2-28-tft-screen-6454","","jakcom f2 1.28 inch tft color screen bluetooth earphone smart watch, eda0023298, smartphones, luxtronics, online shopping"
"D300 1.54 inch IPS Screen Smart Watch, Support Tracking and Positioning EDA0025706","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA002570601A.jpg","Smartphones","","1. Display: 1.54 inch IPS 2. Processor: ASR3603 3. Battery capacity: 650mAh 4. Frequency band: FDD: B1/B2/B3/B5/B7/B8/B20; WCDMA: B1/B2/B5/B8; GSM:...","https://luxtronics.in/product/smartphones-d300-54-ips-screen-smart-6464","","d300 1.54 inch ips screen smart watch, support tracking and positioning, eda0025706, smartphones, luxtronics, online shopping"
