Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"Intelligent automatic Power off charging Line for Zinc Alloy for","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA00099301A.jpg","Smartphones","","When the cable is charged, the lamp will turn on when it is not charged, and when it is full, the power will automatically be cut off. Specification:...","https://luxtronics.in/product/smartphones-intelligent-automatic-power-off-charging-47162","","intelligent automatic power off charging line for zinc alloy for, sya000993, smartphones, luxtronics, online shopping"
"DUZZONA A1 PD 20W Type-C to 8 Pin Fast Charging Data Cable, 2m","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA004951001A.jpg","Smartphones","","1. Material: Nylon braid + black fish silk + TPE injection molding + aluminum alloy shell 2. 20W high-power fast charging will not damage the phone, and...","https://luxtronics.in/product/smartphones-duzzona-a1-pd-20w-type-47177","","duzzona a1 pd 20w type-c to 8 pin fast charging data cable, 2m, eda0049510, smartphones, luxtronics, online shopping"
"GaN PD65W Type-C x 2 + USB3.0 Charger with Type-C to Type-C Data Cable SYA0022577","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA002257701A.jpg","Smartphones","","1. Input: AC100-240V, 50/60Hz, 1A Max. 2. Total power: GaN65W. 3. Single port output: USB-C1: 5V/3A, 9V/3A, 12V/3A, 15V/3A, 20V/3.25A (65WMax) USB-C2:...","https://luxtronics.in/product/smartphones-gan-pd65w-type-usb3-47190","","gan pd65w type-c x 2 + usb3.0 charger with type-c to type-c data cable, sya0022577, smartphones, luxtronics, online shopping"
"GaN PD65W Type-C x 2 + USB3.0 Charger with Type-C to Type-C Data Cable SYA0022578","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA002257801A.jpg","Smartphones","","1. Input: AC100-240V, 50/60Hz, 1A Max. 2. Total power: GaN65W. 3. Single port output: USB-C1: 5V/3A, 9V/3A, 12V/3A, 15V/3A, 20V/3.25A (65WMax) USB-C2:...","https://luxtronics.in/product/smartphones-gan-pd65w-type-usb3-47205","","gan pd65w type-c x 2 + usb3.0 charger with type-c to type-c data cable, sya0022578, smartphones, luxtronics, online shopping"
"Richwell DXZ66 USB Flash Disk 16G 3 in 1 Micro USB + 8 Pin + USB 3.0","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA00459501A.jpg","Smartphones","","Feature: 1. Multi-function flash drive plug and play 2.USB drive pure metal material, 360 degree rotation 3.Applicable to iPhone, iPod, iPad Mini, Macbook...","https://luxtronics.in/product/smartphones-richwell-dxz66-usb-flash-disk-46955","","richwell dxz66 usb flash disk 16g 3 in 1 micro usb + 8 pin + usb 3.0, sya004595, smartphones, luxtronics, online shopping"
"Richwell DXZ64 USB Flash Disk 64G 3 in 1 Micro USB + 8 Pin + USB 3.0","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA00459301A.jpg","Smartphones","","Feature: 1. Multi-function flash drive plug and play 2.USB drive pure metal material, 360 degree rotation 3.Applicable to iPhone, iPod, iPad Mini, Macbook...","https://luxtronics.in/product/smartphones-richwell-dxz64-usb-flash-disk-46969","","richwell dxz64 usb flash disk 64g 3 in 1 micro usb + 8 pin + usb 3.0, sya004593, smartphones, luxtronics, online shopping"
"Richwell DXZ65 USB Flash Disk 32G 3 in 1 Micro USB + 8 Pin + USB 3.0","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA00459401A.jpg","Smartphones","","Feature: 1. Multi-function flash drive plug and play 2.USB drive pure metal material, 360 degree rotation 3.Applicable to iPhone, iPod, iPad Mini, Macbook...","https://luxtronics.in/product/smartphones-richwell-dxz65-usb-flash-disk-46983","","richwell dxz65 usb flash disk 32g 3 in 1 micro usb + 8 pin + usb 3.0, sya004594, smartphones, luxtronics, online shopping"
"Richwell DXZ128 USB Flash Disk 128G 3 in 1 Micro USB + 8 Pin + USB 3.0","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA00459201A.jpg","Smartphones","","Feature: 1. Multi-function flash drive plug and play 2.USB drive pure metal material, 360 degree rotation 3.Applicable to iPhone, iPod, iPad Mini, Macbook...","https://luxtronics.in/product/smartphones-richwell-dxz128-usb-flash-disk-46997","","richwell dxz128 usb flash disk 128g 3 in 1 micro usb + 8 pin + usb 3.0, sya004592, smartphones, luxtronics, online shopping"
"NORTHJO NOPD2002 PD20W USB-C/Type-C + QC 3.0 USB Dual Ports Fast","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA002162201A.jpg","Smartphones","","1. Material: PC 2. lnput: 110-240V/AC, 50/60Hz, 0.5A max 3. USB-C output: 5V-3A/9V-2.2A/12V-1.66A 4. USB-A output: 5V-3A/9V-2.2A/12V-1.5A 5. USB-C+USB-A...","https://luxtronics.in/product/smartphones-northjo-nopd2002-pd20w-usb-type-47009","","northjo nopd2002 pd20w usb-c/type-c + qc 3.0 usb dual ports fast, sya0021622-1, smartphones, luxtronics, online shopping"
"NORTHJO NOPD2501 PD 25W USB-C / Type-C Single Port Fast Charger, US Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA002162701A.jpg","Smartphones","","1. Power: 25W (full power) 2. Material: PC 3. lnput: AC 110-240V, 50/60Hz, 0.6A Max 4. Output: 5V-3A/9V-2.77A 5. PPS Output: 3.3V-5.9V/3A 6. PPS Output:...","https://luxtronics.in/product/smartphones-northjo-nopd2501-pd-25w-usb-47031","","northjo nopd2501 pd 25w usb-c / type-c single port fast charger, us plug, sya0021627, smartphones, luxtronics, online shopping"
"NORTHJO NOPD2502 PD 25W USB-C/Type-C + QC 3.0 USB Dual Ports Fast","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA002162801A.jpg","Smartphones","","1. Power: 25W (full power) 2. Material: PC 3. lnput: AC110-240V, 50/60Hz, 0.6A Max 4. USB-A output: 5V3A/9V-2.77A 5. USB-C output: 5V-3A/9V-2.77A 6. PPS...","https://luxtronics.in/product/smartphones-northjo-nopd2502-pd-25w-usb-47051","","northjo nopd2502 pd 25w usb-c/type-c + qc 3.0 usb dual ports fast, sya0021628-1, smartphones, luxtronics, online shopping"
