Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"K26H 4G Kids Phone Watch With 1.83-inch Touch Screen Front Camera SOS","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0605138301A.jpg","Smartphones","","1. 4G children's smartwatch, supports high-definition video calls, multiple UI interactions 2. 1.83-inch fully laminated colorful screen, a fine display...","https://luxtronics.in/product/smartphones-k26h-4g-kids-phone-watch-15035","","k26h 4g kids phone watch with 1.83-inch touch screen front camera sos, tbd06051383, smartphones, luxtronics, online shopping"
"Z7 Ultra 1.46 inch Color Screen Smart Watch, Support Bluetooth Call","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA002674801A.jpg","Audio","","About Product 1. Main chip: JL7012F 2. Bluetooth version: BLE 3.0 and 5.1 3. Screen resolution: 360 x 360 4. Battery capacity: 300 mAh 5. Bracelet memory:...","https://luxtronics.in/product/audio-z7-ultra-46-screen-smart-15051","","z7 ultra 1.46 inch color screen smart watch, support bluetooth call /, sya0026748, audio, luxtronics, online shopping"
"G45 2.01 inch Screen Silicone Strap 10m Waterproof Smart Watch, Support","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA006998701A.jpg","Wearables","","1. Functions: Bluetooth calls, compass, flashlight, heart rate, blood oxygen, sleep, pedometer, more than 10 sports modes, calorie consumption, raise your...","https://luxtronics.in/product/wearables-g45-01-screen-silicone-strap-15074","","g45 2.01 inch screen silicone strap 10m waterproof smart watch, support, eda0069987, wearables, luxtronics, online shopping"
"Zeblaze Ares GPS Rugged GPS Smart Watch, Support Heart Rate / Pulse Ox","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007001401A.jpg","Smartphones","","1. Material: Two-color Plastic Parts + Stainless Steel Navigation Crown + Durable and comfortable silicone strap 2. Screen size: 1.75 inch IPS screen 3....","https://luxtronics.in/product/smartphones-zeblaze-ares-gps-rugged-15092","","zeblaze ares gps rugged gps smart watch, support heart rate / pulse ox, eda0070014, smartphones, luxtronics, online shopping"
"CY22 1.47 inch Silicone Strap IP67 Waterproof Smart Watch, Support","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007013101A.jpg","Smartphones","","1. Compatible systems: Android system: Android 4.4 and above iOS system: iOS10.0 and above 2. Chip: Jerry 7012 (single chip dual mode, IOS/Android single...","https://luxtronics.in/product/smartphones-cy22-47-silicone-strap-ip67-15110","","cy22 1.47 inch silicone strap ip67 waterproof smart watch, support, eda0070131, smartphones, luxtronics, online shopping"
"CY22 1.47 inch Steel Strap IP67 Waterproof Smart Watch, Support Heart","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007013501A.jpg","Smartphones","","1. Compatible systems: Android system: Android 4.4 and above iOS system: iOS10.0 and above 2. Chip: Jerry 7012 (single chip dual mode, IOS/Android single...","https://luxtronics.in/product/smartphones-cy22-47-steel-strap-ip67-15128","","cy22 1.47 inch steel strap ip67 waterproof smart watch, support heart, eda0070135, smartphones, luxtronics, online shopping"
"ET585 2.04 inch Steel Strap IP68 Waterproof Smart Watch, Support ECG","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA007038601A.jpg","Smartphones","","1. Functions: Bluetooth calls, ECG electrocardiogram, micro-physical examination function, HRV detection, emotion detection, fatigue detection,... Explore","https://luxtronics.in/product/smartphones-et585-04-steel-strap-ip68-15153","","et585 2.04 inch steel strap ip68 waterproof smart watch, support ecg /, eda0070386, smartphones, luxtronics, online shopping"
"LEMFO LF38 1.6 inch IPS Screen Silicone Strap Smart Watch Supports","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA006875701A.jpg","Wearables","","1. Main control: 7012-F6 2. Memory: 128Mb 3. Touch screen: 1.6-inch IPS 4. Resolution: 390x390 5. Heart rate sensor: HX3602 6. Bluetooth: BT5.0 7. Battery...","https://luxtronics.in/product/wearables-lemfo-lf38-ips-screen-silicone-14565","","lemfo lf38 1.6 inch ips screen silicone strap smart watch supports, eda0068757, wearables, luxtronics, online shopping"
"LF38 1.6 inch IPS Screen Steel Strap Smart Watch Supports Blood Oxygen","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA006875801B.jpg","Wearables","","1. Main control: 7012-F6 2. Memory: 128Mb 3. Touch screen: 1.6-inch IPS 4. Resolution: 390x390 5. Heart rate sensor: HX3602 6. Bluetooth: BT5.0 7. Battery...","https://luxtronics.in/product/wearables-lf38-ips-screen-steel-strap-14580","","lf38 1.6 inch ips screen steel strap smart watch supports blood oxygen, eda0068758, wearables, luxtronics, online shopping"
"Zeblaze Ares 3 Plus 1.43 inch Fitness and Wellness Smart Watch Supports","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA006883301B.jpg","Smartphones","","1. Display: 1.43 inch Ultra HD AMOLED Display, 466x466 pixels, 326 PPI, Up to 1000 nit Brightness 2. Sensor: 3-axis accelerometer and 3-axis gyroscope...","https://luxtronics.in/product/smartphones-zeblaze-ares-plus-43-fitness-14597","","zeblaze ares 3 plus 1.43 inch fitness and wellness smart watch supports, eda0068833, smartphones, luxtronics, online shopping"
