Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"WK WP-U156 Pioneer Series 65W USB+Dual USB-C/Type-C GaN Charger, WP-U156","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005751701A.jpg","Smartphones","","1. Material: PC 2. Output port type: Type-Cx2, USBx1 3. Input voltage: 100-240V, 50/60Hz, 1.5A 4. Output current: total output 65W, USB: 5V/3A, 5V/4.5A,...","https://luxtronics.in/product/smartphones-wk-wp-u156-pioneer-series-48199","","wk wp-u156 pioneer series 65w usb+dual usb-c/type-c gan charger, wp-u156, eda0057517, smartphones, luxtronics, online shopping"
"PD30W USB-C / Type-C + 8 Pin + USB-A Reverse Charger Suitable for","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA002514501A.jpg","Smartphones","","1. Input parameters: AC100-240V, 50-60Hz, 0.5A. 2. USB-A output 18W max: DC5V/3A, DC9V/2A, DC12V/1.5A. 3. USB-C output 25W max: DC5V/3A, DC9V/2.22A,...","https://luxtronics.in/product/smartphones-pd30w-usb-type-pin-49383","","pd30w usb-c / type-c + 8 pin + usb-a reverse charger suitable for, sya0025145, smartphones, luxtronics, online shopping"
"PD30W USB-C / Type-C + 8 Pin + USB Charger with Type-C to 8 Pin Date","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA002515801B.jpg","Smartphones","","1. Input parameters: AC100-240V, 50-60Hz, 0.5A. 2. USB-A output 18W max: DC5V/3A, DC9V/2A, DC12V/1.5A. 3. USB-C output 25W max: DC5V/3A, DC9V/2.22A,...","https://luxtronics.in/product/smartphones-pd30w-usb-type-pin-49399","","pd30w usb-c / type-c + 8 pin + usb charger with type-c to 8 pin date, sya0025158, smartphones, luxtronics, online shopping"
"WK WDC-17 2.4A USB to 8 Pin Silicone Data Cable, Length: 1.2m","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005751901A.jpg","Smartphones","","1. Material: silicone + aluminum alloy + TPE 2. Current: 2.4A 3. Data transmission: 480Mbps 4. Length: 1.2m 5. Automatic rebound, no scratches and no...","https://luxtronics.in/product/smartphones-wk-wdc-17-4a-usb-48206","","wk wdc-17 2.4a usb to 8 pin silicone data cable, length: 1.2m, eda0057519, smartphones, luxtronics, online shopping"
"Multifunction Travel Case Shape Apapter, USB to USB-C / Type-C","https://luxtronics.luxtronics.in/wp-content/uploads/2026/06/EDA005752201A.jpg","Chargers and Cables","","1. Material: zinc alloy 2. Weight: about 7g 3. Input: 8 Pin / Type-C 4. Output: USB 5. Compact and lightweight, takes up no space and is easy to carry 6....","https://luxtronics.in/product/chargers-cables-multifunction-travel-case-shape-apapter-48220","","multifunction travel case shape apapter, usb to usb-c / type-c, eda0057522-1, chargers & cables, chargers-cables, luxtronics, online shopping"
"Ma-Ant 60W USB-C/Type-C+3 USB Multi-port Fast Charging Charger, EU Plug","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA006299901A.jpg","Smartphones","","1. Material: PC fireproof material 2. Output interface: Type-Cx1+USBx3 3. Input: 100-240V, 50/60Hz 4. Output: DC 5V/3A, 9V/3A, 12V/2.5A, 15V/2A 5. Charge...","https://luxtronics.in/product/smartphones-ma-ant-60w-usb-49413","","ma-ant 60w usb-c/type-c+3 usb multi-port fast charging charger, eu plug, eda0062999-1, smartphones, luxtronics, online shopping"
"Multifunction OTG Apapter, USB to 8 Pin","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005752401A.jpg","Chargers and Cables","","1. Material: zinc alloy 2. Weight: 8g 3. Input: 8 Pin 4. Output: USB 5. Ergonomic design, silky curve, comfortable to hold. 6. Compact and mini... Explore","https://luxtronics.in/product/chargers-cables-multifunction-otg-apapter-usb-to-48241","","multifunction otg apapter, usb to 8 pin, eda0057524, chargers & cables, chargers-cables, luxtronics, online shopping"
"WK WDC-17 PD 20W USB-C/Type-C to 8 Pin Silicone Data Cable, Length: 1.2m","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005752801A.jpg","Smartphones","","1. Material: silicone + aluminum alloy + TPE 2. Current: PD 20W 3. Data transmission: 480Mbps 4. Length: 1.2m 5. Automatic rebound, no scratches and no...","https://luxtronics.in/product/smartphones-wk-wdc-17-pd-20w-48252","","wk wdc-17 pd 20w usb-c/type-c to 8 pin silicone data cable, length: 1.2m, eda0057528, smartphones, luxtronics, online shopping"
"WK WDC-15 Pioneer Series 65W USB-C/Type-C to USB-C/Type-C","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA005752901A.jpg","Smartphones","","1. Material: ABS 2. Current: 65W 3. Data transmission: 480MB/S 4. Length: 1m 5. Accessories: card removal pin, USB adapter, 8 Pin adapter, Micro adapter...","https://luxtronics.in/product/smartphones-wk-wdc-15-pioneer-series-48268","","wk wdc-15 pioneer series 65w usb-c/type-c to usb-c/type-c, eda0057529, smartphones, luxtronics, online shopping"
"National Standard 7.6mm Wide Self-Locking Nylon Cable Ties Plastic","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0604077601A.jpg","Chargers and Cables","","1. Nylon material, acid-resistant and corrosion-resistant, anti-aging, strong bearing, durable 2. Self-locking design, gears evenly distributed, strong...","https://luxtronics.in/product/chargers-cables-national-standard-6mm-wide-self-48015","","national standard 7.6mm wide self-locking nylon cable ties plastic, tbd06040776-1, chargers & cables, chargers-cables, luxtronics, online shopping"
