Title,Media URL,Pinterest board,Thumbnail,Description,Link,Publish date,Keywords
"S-206 3 in 1 8 Pin Male to 2 x USB 3.0 + 8 Pin Female Camera Reader","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8G5915.jpg","Cameras","","1. Just plug and play, easy to use 2. Direct connection is more stable 3. Ports: 8 pin, USB3.0 4. Material: TPE+aluminum 5. Size: 73x17x7mm 6. Cable total...","https://luxtronics.in/product/cameras-206-in-pin-male-to-38701","","s-206 3 in 1 8 pin male to 2 x usb 3.0 + 8 pin female camera reader, ip8g5915, cameras, luxtronics, online shopping"
"3 in 1 25W Multi-function Magnetic Wireless Charger for Mobile Phones","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8G6120B.jpg","Smartphones","","1. Charge as you go, the device can be placed horizontally or vertically 2. Suitable for charging mobile phones and Apple Watch and AirPods 1 / 2 / Pro at...","https://luxtronics.in/product/smartphones-in-25w-multi-function-magnetic-38719","","3 in 1 25w multi-function magnetic wireless charger for mobile phones, ip8g6120, smartphones, luxtronics, online shopping"
"ZEQI W11 10W Smart Cooling Non-slip Aluminum Alloy Wireless Charger","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8G6146.jpg","Smartphones","","1. Input parameters: 5V 2. Output parameters: 5V 3. Charging current: 2000mA 4. Indication function: with indication function 5. Interface: USB 6. Power:...","https://luxtronics.in/product/smartphones-zeqi-w11-10w-smart-cooling-38731","","zeqi w11 10w smart cooling non-slip aluminum alloy wireless charger, ip8g6146, smartphones, luxtronics, online shopping"
"10 Gbps USB Female to USB-C/Type-C Male Magnetic Straight Charging","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8G1483.jpg","Smartphones","","1. Power: 15V/5V 3A 2. Material: aluminum alloy + PVC environmental protection material 3. Transmission rate: 10Gbps 4. Input: USB 5. Output: USB-C/Type-C...","https://luxtronics.in/product/smartphones-10-gbps-usb-female-38327","","10 gbps usb female to usb-c/type-c male magnetic straight charging, ip8g1483, smartphones, luxtronics, online shopping"
"WK WDC-103 3A 3 In 1 8 Pin + Micro USB + Type-C / USB-C Fullspeed Pro","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8G1850W.jpg","Smartphones","","1. Length: 1.15 meters 2. Material: PE inner mold, PVC outer mold 3. Support three devices to charge at the same time 4. SR lengthened design, resistance...","https://luxtronics.in/product/smartphones-wk-wdc-103-3a-in-38336","","wk wdc-103 3a 3 in 1 8 pin + micro usb + type-c / usb-c fullspeed pro, ip8g1850, smartphones, luxtronics, online shopping"
"T087 20W USB-C / Type-C + USB Ports Fast Charging Travel Charger, EU","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8G1922.jpg","Smartphones","","1. Input: 100-240V 50/60Hz 0.5A 2. Type-C output: 5V/3A, 9V/2.22A, 12V/1.5A 3. USB output: 5V/3A, 9V/2.22A, 12V/1.5A 4. Total output: 5V/3A max 5. Power:...","https://luxtronics.in/product/smartphones-t087-20w-usb-type-38346","","t087 20w usb-c / type-c + usb ports fast charging travel charger, eu, ip8g1922, smartphones, luxtronics, online shopping"
"U087 20W USB-C / Type-C + USB Ports Fast Charging Travel Charger, US","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8G1923.jpg","Smartphones","","1. Input: 100-240V 50/60Hz 0.5A 2. Type-C output: 5V/3A, 9V/2.22A, 12V/1.5A 3. USB output: 5V/3A, 9V/2.22A, 12V/1.5A 4. Total output: 5V/3A max 5. Power:...","https://luxtronics.in/product/smartphones-u087-20w-usb-type-38354","","u087 20w usb-c / type-c + usb ports fast charging travel charger, us, ip8g1923, smartphones, luxtronics, online shopping"
"E087 20W USB-C / Type-C + USB Ports Fast Charging Travel Charger, UK","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IP8G1924.jpg","Smartphones","","1. Input: 100-240V 50/60Hz 0.5A 2. Type-C output: 5V/3A, 9V/2.22A, 12V/1.5A 3. USB output: 5V/3A, 9V/2.22A, 12V/1.5A 4. Total output: 5V/3A max 5. Power:...","https://luxtronics.in/product/smartphones-e087-20w-usb-type-38362","","e087 20w usb-c / type-c + usb ports fast charging travel charger, uk, ip8g1924, smartphones, luxtronics, online shopping"
"100W 6A Type-C to 8 Pin+Type-C+Micro USB Charging Data Cable, 1.3m","https://luxtronics.luxtronics.in/wp-content/uploads/2026/06/IP8G2000BRB.jpg","Smartphones","","1. Material: Nylon braided 2. Length: 1.3m (main line 1m + branch line 0.3m) 3. Line thickness: OD4.5 4. Output: 3A 5. Copper wire: 160 GB copper 4 cores...","https://luxtronics.in/product/smartphones-100w-6a-type-to-38369","","100w 6a type-c to 8 pin+type-c+micro usb charging data cable, 1.3m, ip8g2000, smartphones, luxtronics, online shopping"
"2 PCS Anti-break USB Charge Cable Winder Protective Case Protection","https://luxtronics.luxtronics.in/wp-content/uploads/2026/06/IP8G2002G.jpg","Chargers and Cables","","1. Confidential and very affordable. 2. This product is a mini and portable which helps you to put your cable in order, protects your cable from breaking...","https://luxtronics.in/product/chargers-cables-anti-break-usb-charge-cable-38385","","2 pcs anti-break usb charge cable winder protective case protection, ip8g2002, chargers & cables, chargers-cables, luxtronics, online shopping"
